OrderID,CustomerName,Gender,Email,Phone,Product,Category,SubCategory,Quantity,UnitPrice,TotalAmount,OrderDate,ShipDate,Region,PaymentMode,City,State
ORD103183,Taylor Chaudhary,male,taylor.@mailinator.com,-7413948339,Garlic Bread ,Food,Sides,6,553.66,3321.96,27-02-2024,26-10-2026,Cen,UPI,Pune,Maharashtra
ORD100224,RILEY Sharma,male,riley.@mailinator.com,63756,Chicken Burger ,Food,Burger,2,273.46,408.09,"Dec 11, 2024",01-Oct-25,EAST,Online ,mumbai,Maharashtra
ORD103613,Angel Kulkarni,Unknown,angel.12@outlook.com,-1614230788,Garlic Bread ,Food,Sides,4,592.52,2370.08,07-02-2027,01 30 25,WEST,ONLINE,NAGPUR,M@h@r@shtr@
ORD100336,Sam  Bose,F,sam95@yahoo.com,(716) 8651518,Veg Burger ,Food ,Burger,6,1087.63,6525.78,"Aug 26, 2025",28 05 2023,east,Cash ,Pune,Maharashtra 
ORD104477,Rowan  Singh,female,rowan20@example.com,8930113507,BUTTER NAAN,Foodg,Bread,4,693.21,4390.23,,11-Mar-23,Central  ,net banking,Hyderabad,Telangana
ORD101095,Kai  Shah,Unknown,kai.12@outlook.com,6047825173 ext 810,Butt3r Naan,Food,Bread,6,₹856.94,5141.64,24-Jul-23,2026-11-20T00:00:00,South-Zone,CARD,kolkata,WEST BENGAL
ORD101632,KRIS Shah,MALE,kris@gmail,6552713676,cheese fries,Food,Sides,3,790.52,2371.56,2026-01-28T00:00:00,19-May-22,west,Online ,Pune ,Maharashtra 
ORD101003,PARKER Kapoor,Male,parker@yahoo.com,-2901342889,BUTTER NAAN,Food,Bread,6,52.62,466.26,28-04-2024,"Sep 27, 2022",Central,Card,Nagpur,Maharashtra 
ORD101183,Lee Mehta,F ,lee.x@yahoo.com,9089678312,Coke 500ml,Beverages,Soft Drink,5,159.22,796.1,09-11-2026,"Jan 08, 2025",SOUTH,Cashier,Delhi ,DELHI
ORD101964,casey Sharma,female,casey.x@mailinator.com,-1289198135,ESPRESSO,Beverages,Coffee,2,283.04,566.08,05-12-2023,01-02-2027,north ,upi,AHMEDABAD,GUJARAT
ORD101262,Parker mehta,F ,parker@company.co,-7989422816,Ch33s3 Fri3s,Food,Sides,3,1163.73,3491.19,2025-01-24T00:00:00,10.02.2024,West,upi,PUNE,M@h@r@shtr@
ORD104442,Sam Nath,nb,sam.12@outlook.com,94721,Chicken Burger,Food,Burger,4,168.32,673.28,08-10-2026,1689379200,North,ON line,hyderabad,telangana
ORD102042,jordan Nair,F ,jordan.x@company.co,-4819301126,V3g Burg3r,Food,Burger,4,720.08,2880.32,1730851200,02-01-2025,Cen,card,Nagpur,M@h@r@shtr@
ORD103489,Kai Dutta,Unknown,kai.@company.co,+91 6256810270,Coke 500ml ,Beverages,Soft Drink,4,513.25,2053,27-08-2024,,North  ,Cash ,Hyderabad,telangana
ORD103116,harper Iyer,MALE,harper.x@outlook.com,89771,Orange Juice ,Beverages,Juice,4,132.02,528.08,02.26.24,31-07-2024,north ,NET BANKING,Mumbai,Maharashtra 
ORD101638,riley Patel,Female,riley26@outlook.com,,Pepperoni Pizza,Food,Pizza,5,85.35,426.75,"Nov 17, 2024",30-09-2024,North,OnLine,Ahmedabad ,Gujarat
ORD102791,Kris Nair,Female,kris.12@gmail.com,(746) 7871110,Espr3sso,Beverages,Coffee,3,704.17,2112.51,02 23 27,1741651200,East-Zone,OnLine,Jaipur,Rajasthan
ORD101771,Parker  Kulkarni,female,parker.x@yahoo.com,+91 7429719944,CHOCOLATE CAKE,Dessert,Cake,4,568.16,2272.64,05-26-24,05-08-2025,NORTH,on line,chennai,tamil nadu
ORD100755,Robin  Rao,FEMALE,,7782213409 ext 151,Margherita Pizza ,Food,Pizza,3,507.44,1522.32,02-11-2026,23-01-2024,West-Zone,Online ,mumbai,Maharashtra
ORD100430,Alex  Singh Jr,male,alexgmailcom,-9145806752,Veg Burger,Food,Burger,6,76.53,459.18,1741996800,1675728000,West-Zone,ONLINE,Chenna1,tamil nadu
ORD100686,Sasha Dutta,female,sasha.12@outlook.com,97163,Ch33s3 Fri3s,Food,Sides,1,977.77,977.77,2026-03-22T00:00:00,03-03-2025,South  ,UPI,ahmedabad,Gujarat 
ORD102763,Charlie kapoor Jr,Female,charlie@gmail.com,+91 6177302845,latte,Beverages,Coffee,3,200.41,601.23,,14-10-2023,West-Zone,Online,AHMEDABAD,Guj@r@t
ORD100233,Quinn patel,female,quinn.x@example.com,-6467576946,Margh3rita Pizza,Food,Pizza,1,674.12,579.31,30-05-2024,09-03-2025,East region,OnLine,delhi,Delhi
ORD102697,Parker Sharma,Non-binary,parker.x@example.com,+91 8748743464,Garlic Bread ,Food,Sides,1,478.54,478.54,02-11-2026,2024.11.21,north ,online,Nagpur,Maharashtra
ORD101443,jamie Desai,male,jamie.x@yahoo.com,82650,Garlic Br3ad,Food,Sides,6,"1,088.00",3641.73,27-Dec-25,02-10-2025,North region,on line,MUMBAI,Maharashtra
ORD104889,Devin Gupta,Fem,devin@gmail.com,8739622949 ext 589,Chocolate Cake,Dessert,Cake,5,509.89,2549.45,2024-11-19T00:00:00,2026-01-10T00:00:00,West-Zone,OnLine,Chenna1,TAMIL NADU
ORD102451,Rowan Nath,F ,rowan.com,9476399159,Mango Smoothi3,Beverages,Smoothie,5,675.76,3378.8,"May 03, 2027",,north,Cashier,Pune ,Maharashtra 
ORD100751,CAMERON Mehta,female,cameron.x@company.co,(948) 3074710,veg burger,Food,Burger,2,1154.85,2309.7,1781136000,03/24/24,north ,UPI,pune,Maharashtra 
ORD102677,Morgan  Kulkarni,MALE,morgan73@hotmail.com,-6020484639,Coke 500ml,Beveragess,Soft Drink,4,77.28,309.12,,05-15-27,CENTRAL,OnLine,Bengaluru,KARNATAKA
ORD101599,Sasha  Verma,F,sasha@mailinator.com,9065885437 ext 693,LATTE,Beverages,Coffee,1,960.37,960.37,24-11-2023,2026 01 29,Central  ,online,AHMEDABAD,Gujarat
ORD103559,Angel nair,Fem,angel.x@outlook.com,7585929454 ext 765,P3pp3roni Pizza,Food,Pizza,6,865.07,5190.42,10 08 2024,,East,ON line,pune,M@h@r@shtr@
ORD104772,sam Chaudhary,F ,sam.@example.com,(963) 6797879,Margherita Pizza ,Foodg,Pizza,5,54,270,08 11 24,12-02-2025,South-Zone,Cashier,Nagpur,Maharashtra 
ORD100895,Lee  Khan,Male,,7348001121,latte,Beverages,Coffee,4,41.47,165.88,2022-10-14T00:00:00,1734048000,South,Online,PUNE,MAHARASHTRA
ORD104250,CASEY Agarwal,female,casey@gmail,9116230197,Chocolate Cake ,Dessert,Cake,3,396.79,1190.37,2025-01-23T00:00:00,02-08-2025,Sou,online,NAGPUR,MAHARASHTRA
ORD102846,Angel shah,MALE,angel@mailinator.com,+91 8898933223,Latte ,Beverages,Coffee,2,278.09,556.18,2026-07-21T00:00:00,2026 09 21,central,Net Banking,Ahmedabad,Gujarat 
ORD100643,Parker Nair,nb,parker.12@gmail.com,(615) 5663680,Garlic Br3ad,Food,Sides,6,731.8,4390.8,23 11 2024,"May 04, 2023",Sou,Cashier,Bengaluru,KARNATAKA
ORD103671,Quinn  Joshi,Unknown,quinn.@yahoo.com,(680) 4171537,P3pp3roni Pizza,Food,Pizza,5,465.05,2325.25,08.10.25,12-12-2023,Wes,Card ,Bengaluru ,KARNATAKA
ORD102449,Angel Kulkarni,female,angel.12@yahoo.com,9109312042,Chick3n Burg3r,Food,Burger,6,622.13,3732.78,01-07-2025,07.11.2025,Wes,Card ,Chennai ,T@mil N@du
ORD101016,Quinn  Joshi,,quinn.x@gmail.com,(891) 1934068,chicken burger,Food,Burger,5,515.39,2576.95,10-02-2026,12.30.24,West,on line,Pune,Maharashtra
ORD100661,Harper Sharma,Fem,harper.x@gmail.com,-7651069835,Garlic Bread,FOOD,Sides,4,706.95,2827.8,28 04 2026,09-Mar-26,East-Zone,Cash ,Delh1,Delhi 
ORD100518,QUINN Kulkarni,Unknown,quinn.com,9791304676,CHEESE FRIES,Food,Sides,3,728.53,2185.59,21-08-2023,20-Jun-25,East  ,on line,Ahmedabad,Guj@r@t
ORD102736,taylor Dutta,nb,taylor.12@gmail.com,+91 8684537650,PANEER WRAP,Food,Wrap,5,687.84,3439.2,2023 08 31,21-11-2023,West,cash,bengaluru,KARNATAKA
ORD103179,Jesse  Agarwal,F ,jesse.x@company.co,6988878459,Paneer Wrap ,Food,Wrap,2,783.17,1566.34,20.12.2025,11 07 27,East-Zone,UPI,Kolkata,West Bengal
ORD104886,SKYLER Verma,F ,skyler@.com,6826665916,Espresso,Beverages,Coffee,3,754.43,2263.29,06-12-2025,08/19/22,East  ,ON line,HYDERABAD,Tel@ng@n@
ORD104118,Angel  Singh,Fem,angel.12@company.co,9715673562,Tandoori Chicken,Food,Main,5,1049.75,5248.75,11-07-2023,11-Sep-24,EAST,online ,Hyderabad,Tel@ng@n@
ORD103675,harper Desai,Unknown,harper.12@example.com,,Garlic Bread ,Food,Sides,5,1021.86,5109.3,28-Feb-25,21.07.2025,South  ,ON line,Lucknow,Utt@r Pr@desh
ORD104342,Taylor  Kulkarni,Female,taylorgmail.com,(705) 1411789,orange juice,Beverages,Juice,3,193.74,581.22,,08-Aug-23,EAST,OnLine,Mumbai ,M@h@r@shtr@
ORD100788,Charlie Bose,FEMALE,charlie@example.com,-4076559327,Coke 500ml,Beverages,Soft Drink,6,684.93,4109.58,"Jun 17, 2023",31 05 2025,North  ,online ,Pune,Maharashtra 
ORD104756,charlie Chaudhary,nb,charlie.@outlook.com,-8979454831,chocolate cake,Dessert,Cake,6,1097.46,6584.76,18-12-2024,12.31.24,SOUTH,upi,Lucknow,Utt@r Pr@desh
ORD101146,Rowan sharma,Non-binary,rowan.x@hotmail.com,92018,chicken burger,Food,Burger,6,950.46,7173.47,07/25/22,16-10-2024,north,Online ,CHENNAI,Tamil Nadu
ORD102239,Kris verma,male,kris.@example.com,-8287696599,Latt3,Beverages,Coffee,4,261.37,727.32,29-Jun-26,24-03-2024,Nor,Online,MUMBAI,maharashtra
ORD104189,Kris Khan,Non-binary,kris.@yahoo.com,9115520797 ext 255,garlic bread,Food,Sides,2,62.85,133.71,,18-Aug-25,Nor,Cashier,Nagpur,MAHARASHTRA
ORD100768,Sam dutta,male,sam.x@company.co,-9796427251,orange juice,Beverages,Juice,5,841.41,4207.05,03 31 26,1758931200,NORTH,on line,Chenna1,tamil nadu
ORD102614,taylor Chaudhary,Non-binary,taylor.12@gmail.com,+91 8292632449,Paneer Wrap ,Food,Wrap,5,108.65,543.25,2025-01-21T00:00:00,"Sep 26, 2024",South region,on line,jaipur,Rajasthan
ORD103762,Avery Chaudhary,Fem,avery29@gmail.com,8005248320 ext 928,Tandoori Chicken ,Food,Main,6,695.7,4174.2,2024-06-09T00:00:00,04-01-2026,SOUTH,upi,Ahmedabad ,gujarat
ORD103008,Devin  Gupta,Unknown,devin.x@hotmail.com,88326,COKE 500ML,Beverages,Soft Drink,4,1085.46,4341.84,05/30/24,02-05-2023,NORTH,card,DELHI,Delhi 
ORD102282,Devin Gupta,nb,devin5@example.com,+91 9230538462,Tandoori Chicken,food,Main,1,1167.19,1590.84,2024-06-30T00:00:00,1727740800,Nor,online ,Bengaluru,K@rn@t@k@
ORD102529,riley Dutta,,riley.x@example.com,(938) 1584140,Cheese Fries ,Food,Sides,3,82.79,400.38,1678665600,,Nor,online ,Pune,MAHARASHTRA
ORD103850,Harper mehta,Non-binary,harper.@company.co,-6074494441,Chocolate Cake,Dessert,Cake,1,151.91,151.91,"Oct 01, 2024",06-Nov-23,north ,ON line,Chennai,T@mil N@du
ORD100307,Rowan Dutta,FEMALE,rowan.12@company.co,6707915261,Margh3rita Pizza,Food,Pizza,1,429.15,429.15,11-02-2022,2025.01.12,North  ,card,Ahmedabad,Guj@r@t
ORD104724,Sasha Nair,M,sasha.x@yahoo.com,8256422470,Tandoori Chicken ,Food,Main,5,428.5,2142.5,28-Jul-26,14-04-2025,Wes,ON line,AHMEDABAD,GUJARAT
ORD104272,Parker rao,FEMALE,parker6@company.co,8430372147,Tandoori Chicken ,Food,Main,3,645.16,1935.48,11-26-24,,NORTH,online,DELHI,Delhi 
ORD103422,Sam Agarwal,male,sam.x@gmail.com,7533672983 ext 222,Orange Juice,Beverages,Juice,5,409.55,2047.75,2024.01.17,"Jun 03, 2025",north ,cash,bengaluru,KARNATAKA
ORD100880,Kris  Singh,nb,,+91 8230721134,Tandoori Chick3n,Food,Main,2,499.8,999.6,"May 05, 2022",12/19/24,East region,online ,Bengaluru ,Karnataka 
ORD104654,Robin  Sharma,F,robin@outlook.com,7131478953,Mango Smoothie ,Beverages,Smoothie,4,732.4,2929.6,"Dec 28, 2024",11-12-2022,SOUTH,online ,AHMEDABAD,Gujarat
ORD102257,harper Sharma,Male,harper74@hotmail.com,72679,Tandoori Chicken,FOOD,Main,3,408.46,1225.38,09 05 2023,"Jun 05, 2025",South,ON line,Bengaluru ,Karnataka
ORD103053,Devin mehta,nb,devin42@example.com,9821806076,Mango Smoothie,Beverages,Smoothie,2,713.44,1426.88,"Feb 08, 2024",,South,OnLine,Ahmedabad,GUJARAT
ORD100417,Jamie  Agarwal Jr,M,jamie@company.co,+91 9476992215,Chocolate Cake ,Dessert,Cake,5,295.6,1197.77,"Dec 24, 2025",2023 06 05,North-Zone,UPI ,Nagpur,Maharashtra 
ORD104936,Rowan Singh,F ,rowan66@hotmail.com,8906351066 ext 872,garlic bread,Food,Sides,3,636.15,1908.45,27-01-2024,24-11-2024,north ,online ,pune,Maharashtra 
ORD103780,kai Nair,,,+91 8904936709,TANDOORI CHICKEN,Food,Main,6,669.7,4018.2,21 02 2023,09/28/26,South,on line,Hyderabad,telangana
ORD104632,Sam Agarwal,nb,sam@gmail,+91 6261944116,Garlic Bread,Foods,Sides,2,984,1968,2025 11 19,"Dec 18, 2023",South-Zone,Cash ,Delhi ,DELHI
ORD103111,RILEY Iyer,M,riley@gmail,9304190568,margherita pizza,Food,Pizza,2,1004.99,2009.98,18.01.2024,10-09-2026,Central,Cash ,Lucknow ,Uttar Pradesh 
ORD104311,Kai Gupta,Unknown,kai@gmail,(737) 1004462,PANEER WRAP,Food,Wrap,6,1033.9,6203.4,"Jan 23, 2023",04-12-2024,South  ,online ,Jaipur ,R@j@sth@n
ORD103200,Quinn  Bose,,quinngmailcom,,Chocolat3 Cak3,Dessert,Cake,6,534.44,3206.64,1679184000,19-07-2024,Central region,online ,Ahmedabad,gujarat
ORD101999,Drew  Dutta,female,drew56@gmail.com,9232776653,GARLIC BREAD,Food,Sides,6,₹254.23,1525.38,03.20.26,04-05-2025,west,online ,jaipur,R@j@sth@n
ORD101182,Casey Verma,,casey@gmail,+91 8906005874,coke 500ml,Beverages,Soft Drink,1,127.2,127.2,"Jul 14, 2025",07.22.22,West  ,NET BANKING,Ahmedabad,Gujarat 
ORD104625,Riley  Mehta,nb,riley.@mailinator.com,9103499445 ext 997,Tandoori Chicken ,Food,Main,1,277.92,277.92,16-05-2023,,south,Cash ,Ahmedabad ,GUJARAT
ORD104998,Jesse Iyer,Female,jesse.x@outlook.com,(900) 2148922,Cheese Fries,Food,Sides,5,446.74,2233.7,2024-10-31T00:00:00,2022.07.30,North,Cashier,BENGALURU,Karnataka
ORD100361,Sasha  Verma,M,sasha.12@outlook.com,93248,V3g Burg3r,Food,Burger,1,378.06,378.06,30-12-2025,,West-Zone,upi,Lucknow,UTTAR PRADESH
ORD104601,Lee  Chaudhary,F ,lee.x@company.co,(858) 8322820,Butt3r Naan,Food,Bread,4,272.26,1089.04,2026-08-20T00:00:00,2024-09-06T00:00:00,South-Zone,Card ,PUNE,M@h@r@shtr@
ORD100922,JESSE Dutta,male,jesse.x@example.com,6063964782 ext 845,garlic bread,Food,Sides,6,632.09,3792.54,03.10.2024,,Cen,on line,AHMEDABAD,GUJARAT
ORD100219,Sasha  Nath,Female,sashagmail.com,7414272209 ext 853,Espresso ,Beverages,Coffee,2,1165.11,2330.22,"Jul 04, 2025",02-12-2026,West  ,CARD,CHENNAI,TAMIL NADU
ORD104311,drew Mehta,Female,drew.@mailinator.com,66936,Mango Smoothie ,Beverages,Smoothie,1,832.98,832.98,2025 07 02,2025-08-18T00:00:00,West region,Cash ,Kolkata ,West Beng@l
ORD103611,rowan Kulkarni,Unknown,rowan.@yahoo.com,+91 8329839214,espresso,Beverages,Coffee,3,69.43,208.29,05-Apr-24,"Nov 18, 2024",north ,Cashier,Bengaluru,KARNATAKA
ORD103335,Cameron mehta,Male,cameron.@mailinator.com,9071257410,espresso,Beverages,Coffee,3,919,2757,"Jan 22, 2026","Oct 11, 2025",Sou,UPI ,Delh1,Delhi
ORD100856,Casey  Khan,Fem,casey.@example.com,-8639277576,Paneer Wrap,Food,Wrap,3,677.2,2031.6,27 06 2024,,North  ,UPI,Ahmedabad ,Gujarat
ORD100665,Morgan bose,MALE,morgan@yahoo.com,8156281703 ext 53,Margherita Pizza ,Food,Pizza,3,146.84,351.31,2023 09 07,"Feb 06, 2027",north ,Online,Ahmedabad,GUJARAT
ORD104244,ANGEL Khan,nb,angel@example.com,-8419257061,CHICKEN BURGER,Foods,Burger,3,368.35,1105.05,,21-09-2023,West  ,UPI ,Mumbai ,Maharashtra
ORD104581,Cameron  Shah,MALE,cameron.@gmail.com,7575703141 ext 220,Garlic Bread ,Food,Sides,100,303.41,30341,12-03-2023,1802649600,east,OnLine,JAIPUR,rajasthan
ORD100581,Harper mehta,male,harper.x@example.com,+91 8940911409,mango smoothie,Beverages,Smoothie,1,659.88,659.88,07-12-2023,25-09-2025,North,online ,Nagpur,Maharashtra
ORD104311,JORDAN Khan,female,jordan.@outlook.com,9864758053,Mango Smoothie,Beverages,Smoothie,4,185.05,740.2,24-Feb-22,18-04-2026,South,CASH,Delh1,Delhi
ORD100460,sam Kapoor,Non-binary,sam@example.com,(741) 2889341,espresso,BEVERAGES,Coffee,1,210.51,210.51,,10.04.24,South  ,on line,Delhi ,Delhi 
ORD100439,Devin Rao,F ,devin@.com,-8373155399,GARLIC BREAD,Foods,Sides,5,952.37,6246.2,17-11-2023,,east,Cash ,MUMBAI,maharashtra
ORD103820,avery Joshi,F ,avery.@gmail.com,6355060927,CHEESE FRIES,FOOD,Sides,5,213.59,1067.95,12.22.23,"Oct 28, 2026",West  ,online ,PUNE,maharashtra
ORD104832,Sasha  Sharma,Male,sashagmail.com,-8454508562,paneer wrap,Food,Wrap,6,1157.83,6946.98,,30-Aug-24,West-Zone,Cash ,Pune,Maharashtra
ORD102432,SASHA Rao,F ,sasha.@example.com,6691085033,Latt3,Beverages,Coffee,3,₹702.09,2106.27,"Jun 29, 2025",14-11-2022,Central-Zone,Cashier,Mumbai,Maharashtra 
ORD104913,JORDAN Khan,Male,jordan61@outlook.com,89693,tandoori chicken,Food,Main,3,883.36,2650.08,06 20 25,19-06-2024,East region,Card ,Jaipur ,R@j@sth@n
ORD101948,Skyler kapoor,Unknown,skyler.@yahoo.com,-9284612801,margherita pizza,Food,Pizza,1,369.46,369.46,09-24-25,22-09-2024,north ,online ,kolkata,WEST BENGAL
ORD100957,Sasha chaudhary,FEMALE,sasha.@gmail.com,-8291396964,Latte,Beverages,Coffee,6,1094.16,6564.96,2024 11 29,08.08.26,NORTH,Cash,chennai,TAMIL NADU
ORD103069,morgan Gupta,F,morgan@hotmail.com,9863966873,Orange Juice,Beverages,Juice,5,859,4295,,09-04-2026,north ,Cash,Mumbai,maharashtra
ORD102562,CAMERON Sharma,Unknown,cameron.com,91824,Chocolate Cake ,Dessert,Cake,4,₹159.06,636.24,06.12.23,1784937600,South,card,Lucknow ,Uttar Pradesh
ORD101153,Harper  Singh,Fem,harper.x@outlook.com,-6552881427,Chicken Burger ,FOOD,Burger,6,317.61,1905.66,05-01-2027,"Apr 07, 2025",North,ON line,Jaipur ,Rajasthan 
ORD103899,parker Desai,female,parker.x@yahoo.com,(601) 6026708,Mango Smoothi3,Beverages,Smoothie,2,1130.29,2260.58,08/22/25,,East-Zone,on line,Ahmedabad ,gujarat
ORD102297,Harper Nath,,harper74@outlook.com,-4396376760,Garlic Bread,Foods,Sides,4,880.66,5117.35,"Aug 25, 2026","Sep 13, 2023",south,Cash ,KOLKATA,west bengal
ORD104611,Skyler khan Jr,male,skyler.x@example.com,76018,Tandoori Chicken ,Food,Main,6,926.64,5559.84,,06 23 24,west,card,PUNE,Maharashtra 
ORD104114,Sam iyer,F ,sam.x@mailinator.com,+91 8516626423,MARGHERITA PIZZA,Food,Pizza,5,1058.45,5292.25,2025 01 24,03-09-2023,Central  ,UPI,Lucknow ,Uttar Pradesh 
ORD103061,Taylor  Verma Jr,male,taylor.@company.co,+91 9650163899,V3g Burg3r,Food,Burger,3,577.68,1368.05,18-06-2023,07-27-22,South region,on line,Mumbai,maharashtra
ORD103028,SAM Mehta,Fem,sam.x@example.com,(929) 7617084,Chocolate Cake ,Dessert,Cake,2,871.82,1743.64,09-12-2023,"Apr 05, 2023",north ,UPI,chennai,tamil nadu
ORD100775,cameron Sharma,Fem,cameron.@company.co,61999,Margherita Pizza,Food,Pizza,3,334.74,1004.22,04-Aug-22,2022.11.10,East,Cash ,Hyderabad ,Telangana
ORD100172,Drew  Sharma,Unknown,drew47@yahoo.com,6056204397,butter naan,Food,Bread,4,687.3,2749.2,1712793600,2024-12-19T00:00:00,North  ,net banking,Pune,Maharashtra 
ORD101095,SAM Verma,Female,sam.12@company.co,-9376281767,PANEER WRAP,Food,Wrap,1,639.47,639.47,24-01-2027,1720828800,CENTRAL,online,Jaipur ,rajasthan
ORD102057,Lee Gupta,F ,,+91 6152163353,Espr3sso,Beverages,Coffee,5,970.85,4854.25,08 07 2024,"Apr 15, 2025",West region,ON line,Kolkata,WEST BENGAL
ORD100600,Harper Iyer,M,harper.@mailinator.com,(800) 7947521,Garlic Bread ,Food,Sides,5,₹433.20,2166,"Sep 08, 2022",20-04-2025,north ,ON line,mumbai,maharashtra
ORD101068,cameron Kulkarni,F ,cameron@.com,(753) 7032508,V3g Burg3r,Food,Burger,3,1128.74,3386.22,1716336000,,west,upi,Lucknow ,uttar pradesh
ORD103166,Quinn Patel,FEMALE,quinngmailcom,-1823932701,Chicken Burger ,Food,Burger,4,1058.86,4235.44,"Jan 29, 2024",2027-10-16T00:00:00,north ,card,JAIPUR,rajasthan
ORD100888,Devin  Mehta,male,devin96@yahoo.com,+91 8144869536,Espr3sso,Beverages,Coffee,1,₹882.30,882.3,1791676800,01-02-2027,central,Card ,Delhi,Delhi 
ORD100363,ANGEL Patel,MALE,angel.com,7996827780,MANGO SMOOTHIE,Beverages,Smoothie,1,628.09,21983.15,05-21-24,21-May-26,Cen,on line,Jaipur,rajasthan
ORD103264,Lee Singh,Unknown,lee88@mailinator.com,84536,Cok3 500ml,Beverages,Soft Drink,5,319.33,1596.65,27-01-2023,11-Sep-22,north ,Cash ,Lucknow ,UTTAR PRADESH
ORD101014,Taylor shah,Unknown,taylor.@company.co,+91 8607628934,Pepperoni Pizza ,Food,Pizza,4,82.89,331.56,11.18.25,02-05-2024,East,ON line,Pune,Maharashtra
ORD102864,Cameron Iyer,M,cameron.x@mailinator.com,6524832850 ext 962,Veg Burger,Foodg,Burger,1,631.85,631.85,16-02-2023,17-Aug-26,South region,Cash ,MUMBAI,Maharashtra 
ORD102474,AVERY Kapoor,,avery.@gmail.com,-4134805509,Latt3,Beverages,Coffee,4,1120.21,4480.84,2023.11.01,"Nov 04, 2025",Cen,on line,nagpur,MAHARASHTRA
ORD101877,Sam  Agarwal,FEMALE,sam.12@example.com,-8843883504,VEG BURGER,Food,Burger,2,1012.35,2024.7,01-Feb-25,2025-05-22T00:00:00,Sou,online ,kolkata,West Bengal 
ORD102248,Taylor Kapoor,F,taylor@outlook.com,94396,Orange Juice,Beverages,Juice,1,493.61,302.86,1771545600,2026 07 07,North,Net Banking ,jaipur,rajasthan
ORD102496,jamie Kulkarni,Female,jamie.12@gmail.com,+91 7429462109,Orange Juice ,Beverages,Juice,5,161.58,807.9,2024 11 24,15-07-2022,East,Net Banking ,Mumbai,Maharashtra
ORD103042,Jesse  Singh,nb,jessegmailcom,-9554754172,Chick3n Burg3r,Food,Burger,1,838.86,838.86,07-07-2023,04-06-2025,North,online ,Kolkata,west bengal
ORD103000,Lee sharma,MALE,lee.x@company.co,67032,Espresso,Beverages ,Coffee,1,₹683.16,683.16,27.04.2024,2023-04-29T00:00:00,WEST,upi,nagpur,Maharashtra 
ORD101093,Taylor nair,F ,taylor.12@company.co,-7225824523,ESPRESSO,Beverages,Coffee,5,793.12,3965.6,13 03 2027,2024.02.03,South  ,Online ,Nagpur,Maharashtra 
ORD101461,Quinn iyer,F,quinn.@mailinator.com,6615206079,V3g Burg3r,food,Burger,6,484.61,2907.66,25-Dec-22,09 06 2025,north ,on line,Pune,Maharashtra
ORD102167,Morgan khan,female,morgan@mailinator.com,+91 6105011187,Chicken Burger ,Food,Burger,2,542.51,1085.02,12-06-2025,27-06-2023,Cen,Cashier,bengaluru,K@rn@t@k@
ORD102660,jesse Desai,Non-binary,jesse.x@gmail.com,-1172612113,BUTTER NAAN,Food,Bread,5,828.18,4140.9,"Apr 18, 2026","Jul 24, 2025",north ,Online,DELHI,Delhi
ORD100605,SKYLER Agarwal,female,skyler.12@outlook.com,-6812232225,CHEESE FRIES,Food,Sides,3,516.89,1550.67,2027.04.24,05 18 23,north,Cash ,Nagpur,maharashtra
,,,,,,,,,,,,,,,,
ORD100180,Sasha Patel,Female,sasha.@company.co,-6822362090,Orange Juice,Beverages,Juice,4,970.73,3882.92,"Nov 17, 2023",19-05-2024,Sou,Card ,Kolkata,West Bengal 
ORD104469,TAYLOR Patel,Male,taylor49@company.co,95101,GARLIC BREAD,Food,Sides,4,482.21,1928.84,18-Dec-23,28-Mar-23,SOUTH,online ,mumbai,maharashtra
ORD101609,Lee nair,FEMALE,leegmail.com,-6123417923,BUTTER NAAN,Foods,Bread,6,₹247.54,1994.47,03 09 23,25-04-2024,EAST,Cash,Ahmedabad,gujarat
ORD103481,Alex  Mehta Jr,Fem,alex.12@yahoo.com,6834290846 ext 853,Mango Smoothi3,Beverages,Smoothie,2,782.02,1564.04,02.07.24,1751673600,West-Zone,Cashier,Ahmedabad ,Gujarat
ORD101473,jordan Nair,FEMALE,jordan.x@gmail.com,-5721325122,Tandoori Chicken ,Food,Main,5,347.15,1735.75,2024-11-10T00:00:00,14.11.2024,Wes,Card,chennai,TAMIL NADU
ORD101192,Drew bose,nb,,8781004256,Veg Burger ,Food,Burger,3,821.69,2465.07,1728086400,02-04-2023,north ,Online,DELHI,delhi
ORD100929,Robin Patel,female,robin.12@yahoo.com,(708) 8897047,Pepperoni Pizza ,Food,Pizza,1,474.97,474.97,,2022-11-02T00:00:00,Nor,Cashier,Pune,M@h@r@shtr@
ORD102836,Jesse sharma,Fem,jesse.@company.co,+91 6512000377,Paneer Wrap ,Food,Wrap,6,265.45,1592.7,2026.10.11,"Dec 02, 2025",Central-Zone,ON line,PUNE,M@h@r@shtr@
ORD100113,Alex Shah,F ,alex.x@yahoo.com,9107682060,GARLIC BREAD,Food,Sides,3,983.29,2949.87,05.31.23,28-10-2022,Sou,Card ,Ahmedabad,GUJARAT
ORD104815,angel Desai,Unknown,angel.12@hotmail.com,-8915555658,TANDOORI CHICKEN,Food,Main,5,878.21,4391.05,1769731200,2026.12.24,East,UPI,NAGPUR,MAHARASHTRA
ORD104606,Sam kulkarni,Male,sam.x@hotmail.com,(913) 9298352,margherita pizza,Food ,Pizza,5,1069.14,5345.7,26-10-2025,,Wes,Cash ,Ja1pur,Rajasthan 
